label,value,category,series
"2024-09-06",11.000000,"POSITIVE","Tích cực"
"2024-09-06",0.000000,"NEGATIVE","Tiêu cực"
"2024-09-06",2.000000,"NEUTRAL","Trung tính"
"2024-09-07",8.000000,"POSITIVE","Tích cực"
"2024-09-07",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-07",0.000000,"NEUTRAL","Trung tính"
"2024-09-08",8.000000,"POSITIVE","Tích cực"
"2024-09-08",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-08",2.000000,"NEUTRAL","Trung tính"
"2024-09-09",6.000000,"POSITIVE","Tích cực"
"2024-09-09",1.000000,"NEGATIVE","Tiêu cực"
"2024-09-09",4.000000,"NEUTRAL","Trung tính"
"2024-09-10",5.000000,"POSITIVE","Tích cực"
"2024-09-10",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-10",5.000000,"NEUTRAL","Trung tính"
"2024-09-11",8.000000,"POSITIVE","Tích cực"
"2024-09-11",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-11",3.000000,"NEUTRAL","Trung tính"
"2024-09-12",8.000000,"POSITIVE","Tích cực"
"2024-09-12",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-12",3.000000,"NEUTRAL","Trung tính"
"2024-09-13",5.000000,"POSITIVE","Tích cực"
"2024-09-13",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-13",3.000000,"NEUTRAL","Trung tính"
"2024-09-14",6.000000,"POSITIVE","Tích cực"
"2024-09-14",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-14",0.000000,"NEUTRAL","Trung tính"
"2024-09-15",6.000000,"POSITIVE","Tích cực"
"2024-09-15",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-15",2.000000,"NEUTRAL","Trung tính"
"2024-09-16",5.000000,"POSITIVE","Tích cực"
"2024-09-16",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-16",2.000000,"NEUTRAL","Trung tính"
"2024-09-17",7.000000,"POSITIVE","Tích cực"
"2024-09-17",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-17",5.000000,"NEUTRAL","Trung tính"
"2024-09-18",7.000000,"POSITIVE","Tích cực"
"2024-09-18",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-18",2.000000,"NEUTRAL","Trung tính"
"2024-09-19",9.000000,"POSITIVE","Tích cực"
"2024-09-19",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-19",2.000000,"NEUTRAL","Trung tính"
"2024-09-20",8.000000,"POSITIVE","Tích cực"
"2024-09-20",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-20",5.000000,"NEUTRAL","Trung tính"
"2024-09-21",5.000000,"POSITIVE","Tích cực"
"2024-09-21",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-21",0.000000,"NEUTRAL","Trung tính"
"2024-09-22",7.000000,"POSITIVE","Tích cực"
"2024-09-22",12.000000,"NEGATIVE","Tiêu cực"
"2024-09-22",5.000000,"NEUTRAL","Trung tính"
"2024-09-23",8.000000,"POSITIVE","Tích cực"
"2024-09-23",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-23",3.000000,"NEUTRAL","Trung tính"
"2024-09-24",8.000000,"POSITIVE","Tích cực"
"2024-09-24",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-24",7.000000,"NEUTRAL","Trung tính"
"2024-09-25",10.000000,"POSITIVE","Tích cực"
"2024-09-25",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-25",4.000000,"NEUTRAL","Trung tính"
"2024-09-26",7.000000,"POSITIVE","Tích cực"
"2024-09-26",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-26",6.000000,"NEUTRAL","Trung tính"
"2024-09-27",10.000000,"POSITIVE","Tích cực"
"2024-09-27",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-27",3.000000,"NEUTRAL","Trung tính"
"2024-09-28",4.000000,"POSITIVE","Tích cực"
"2024-09-28",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-28",4.000000,"NEUTRAL","Trung tính"
"2024-09-29",11.000000,"POSITIVE","Tích cực"
"2024-09-29",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-29",2.000000,"NEUTRAL","Trung tính"
"2024-09-30",4.000000,"POSITIVE","Tích cực"
"2024-09-30",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-30",4.000000,"NEUTRAL","Trung tính"
