label,value,category,series
"2024-09-06",10.000000,"POSITIVE","Tích cực"
"2024-09-06",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-06",4.000000,"NEUTRAL","Trung tính"
"2024-09-07",7.000000,"POSITIVE","Tích cực"
"2024-09-07",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-07",4.000000,"NEUTRAL","Trung tính"
"2024-09-08",7.000000,"POSITIVE","Tích cực"
"2024-09-08",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-08",4.000000,"NEUTRAL","Trung tính"
"2024-09-09",3.000000,"POSITIVE","Tích cực"
"2024-09-09",1.000000,"NEGATIVE","Tiêu cực"
"2024-09-09",1.000000,"NEUTRAL","Trung tính"
"2024-09-10",10.000000,"POSITIVE","Tích cực"
"2024-09-10",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-10",3.000000,"NEUTRAL","Trung tính"
"2024-09-11",8.000000,"POSITIVE","Tích cực"
"2024-09-11",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-11",4.000000,"NEUTRAL","Trung tính"
"2024-09-12",6.000000,"POSITIVE","Tích cực"
"2024-09-12",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-12",6.000000,"NEUTRAL","Trung tính"
"2024-09-13",11.000000,"POSITIVE","Tích cực"
"2024-09-13",2.000000,"NEGATIVE","Tiêu cực"
"2024-09-13",4.000000,"NEUTRAL","Trung tính"
"2024-09-14",6.000000,"POSITIVE","Tích cực"
"2024-09-14",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-14",4.000000,"NEUTRAL","Trung tính"
"2024-09-15",4.000000,"POSITIVE","Tích cực"
"2024-09-15",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-15",6.000000,"NEUTRAL","Trung tính"
"2024-09-16",4.000000,"POSITIVE","Tích cực"
"2024-09-16",1.000000,"NEGATIVE","Tiêu cực"
"2024-09-16",0.000000,"NEUTRAL","Trung tính"
"2024-09-17",8.000000,"POSITIVE","Tích cực"
"2024-09-17",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-17",3.000000,"NEUTRAL","Trung tính"
"2024-09-18",10.000000,"POSITIVE","Tích cực"
"2024-09-18",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-18",5.000000,"NEUTRAL","Trung tính"
"2024-09-19",9.000000,"POSITIVE","Tích cực"
"2024-09-19",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-19",6.000000,"NEUTRAL","Trung tính"
"2024-09-20",9.000000,"POSITIVE","Tích cực"
"2024-09-20",9.000000,"NEGATIVE","Tiêu cực"
"2024-09-20",4.000000,"NEUTRAL","Trung tính"
"2024-09-21",10.000000,"POSITIVE","Tích cực"
"2024-09-21",2.000000,"NEGATIVE","Tiêu cực"
"2024-09-21",7.000000,"NEUTRAL","Trung tính"
"2024-09-22",10.000000,"POSITIVE","Tích cực"
"2024-09-22",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-22",0.000000,"NEUTRAL","Trung tính"
"2024-09-23",5.000000,"POSITIVE","Tích cực"
"2024-09-23",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-23",2.000000,"NEUTRAL","Trung tính"
"2024-09-24",6.000000,"POSITIVE","Tích cực"
"2024-09-24",8.000000,"NEGATIVE","Tiêu cực"
"2024-09-24",4.000000,"NEUTRAL","Trung tính"
"2024-09-25",4.000000,"POSITIVE","Tích cực"
"2024-09-25",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-25",2.000000,"NEUTRAL","Trung tính"
"2024-09-26",3.000000,"POSITIVE","Tích cực"
"2024-09-26",8.000000,"NEGATIVE","Tiêu cực"
"2024-09-26",2.000000,"NEUTRAL","Trung tính"
"2024-09-27",5.000000,"POSITIVE","Tích cực"
"2024-09-27",2.000000,"NEGATIVE","Tiêu cực"
"2024-09-27",6.000000,"NEUTRAL","Trung tính"
"2024-09-28",5.000000,"POSITIVE","Tích cực"
"2024-09-28",11.000000,"NEGATIVE","Tiêu cực"
"2024-09-28",6.000000,"NEUTRAL","Trung tính"
"2024-09-29",5.000000,"POSITIVE","Tích cực"
"2024-09-29",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-29",5.000000,"NEUTRAL","Trung tính"
"2024-09-30",8.000000,"POSITIVE","Tích cực"
"2024-09-30",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-30",1.000000,"NEUTRAL","Trung tính"
