label,value,category,series
"2024-09-06",5.000000,"POSITIVE","Tích cực"
"2024-09-06",2.000000,"NEGATIVE","Tiêu cực"
"2024-09-06",8.000000,"NEUTRAL","Trung tính"
"2024-09-07",7.000000,"POSITIVE","Tích cực"
"2024-09-07",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-07",4.000000,"NEUTRAL","Trung tính"
"2024-09-08",7.000000,"POSITIVE","Tích cực"
"2024-09-08",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-08",6.000000,"NEUTRAL","Trung tính"
"2024-09-09",7.000000,"POSITIVE","Tích cực"
"2024-09-09",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-09",1.000000,"NEUTRAL","Trung tính"
"2024-09-10",8.000000,"POSITIVE","Tích cực"
"2024-09-10",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-10",5.000000,"NEUTRAL","Trung tính"
"2024-09-11",10.000000,"POSITIVE","Tích cực"
"2024-09-11",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-11",4.000000,"NEUTRAL","Trung tính"
"2024-09-12",7.000000,"POSITIVE","Tích cực"
"2024-09-12",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-12",4.000000,"NEUTRAL","Trung tính"
"2024-09-13",14.000000,"POSITIVE","Tích cực"
"2024-09-13",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-13",4.000000,"NEUTRAL","Trung tính"
"2024-09-14",7.000000,"POSITIVE","Tích cực"
"2024-09-14",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-14",7.000000,"NEUTRAL","Trung tính"
"2024-09-15",6.000000,"POSITIVE","Tích cực"
"2024-09-15",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-15",4.000000,"NEUTRAL","Trung tính"
"2024-09-16",3.000000,"POSITIVE","Tích cực"
"2024-09-16",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-16",6.000000,"NEUTRAL","Trung tính"
"2024-09-17",7.000000,"POSITIVE","Tích cực"
"2024-09-17",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-17",4.000000,"NEUTRAL","Trung tính"
"2024-09-18",14.000000,"POSITIVE","Tích cực"
"2024-09-18",8.000000,"NEGATIVE","Tiêu cực"
"2024-09-18",6.000000,"NEUTRAL","Trung tính"
"2024-09-19",9.000000,"POSITIVE","Tích cực"
"2024-09-19",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-19",6.000000,"NEUTRAL","Trung tính"
"2024-09-20",9.000000,"POSITIVE","Tích cực"
"2024-09-20",9.000000,"NEGATIVE","Tiêu cực"
"2024-09-20",5.000000,"NEUTRAL","Trung tính"
"2024-09-21",9.000000,"POSITIVE","Tích cực"
"2024-09-21",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-21",2.000000,"NEUTRAL","Trung tính"
"2024-09-22",8.000000,"POSITIVE","Tích cực"
"2024-09-22",2.000000,"NEGATIVE","Tiêu cực"
"2024-09-22",1.000000,"NEUTRAL","Trung tính"
"2024-09-23",5.000000,"POSITIVE","Tích cực"
"2024-09-23",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-23",5.000000,"NEUTRAL","Trung tính"
"2024-09-24",10.000000,"POSITIVE","Tích cực"
"2024-09-24",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-24",6.000000,"NEUTRAL","Trung tính"
"2024-09-25",7.000000,"POSITIVE","Tích cực"
"2024-09-25",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-25",3.000000,"NEUTRAL","Trung tính"
"2024-09-26",2.000000,"POSITIVE","Tích cực"
"2024-09-26",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-26",2.000000,"NEUTRAL","Trung tính"
"2024-09-27",5.000000,"POSITIVE","Tích cực"
"2024-09-27",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-27",3.000000,"NEUTRAL","Trung tính"
"2024-09-28",3.000000,"POSITIVE","Tích cực"
"2024-09-28",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-28",6.000000,"NEUTRAL","Trung tính"
"2024-09-29",8.000000,"POSITIVE","Tích cực"
"2024-09-29",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-29",5.000000,"NEUTRAL","Trung tính"
"2024-09-30",5.000000,"POSITIVE","Tích cực"
"2024-09-30",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-30",4.000000,"NEUTRAL","Trung tính"
