label,value,category,series
"2024-09-06",7.000000,"POSITIVE","Tích cực"
"2024-09-06",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-06",5.000000,"NEUTRAL","Trung tính"
"2024-09-07",5.000000,"POSITIVE","Tích cực"
"2024-09-07",1.000000,"NEGATIVE","Tiêu cực"
"2024-09-07",4.000000,"NEUTRAL","Trung tính"
"2024-09-08",9.000000,"POSITIVE","Tích cực"
"2024-09-08",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-08",4.000000,"NEUTRAL","Trung tính"
"2024-09-09",7.000000,"POSITIVE","Tích cực"
"2024-09-09",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-09",1.000000,"NEUTRAL","Trung tính"
"2024-09-10",7.000000,"POSITIVE","Tích cực"
"2024-09-10",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-10",4.000000,"NEUTRAL","Trung tính"
"2024-09-11",7.000000,"POSITIVE","Tích cực"
"2024-09-11",9.000000,"NEGATIVE","Tiêu cực"
"2024-09-11",4.000000,"NEUTRAL","Trung tính"
"2024-09-12",8.000000,"POSITIVE","Tích cực"
"2024-09-12",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-12",4.000000,"NEUTRAL","Trung tính"
"2024-09-13",11.000000,"POSITIVE","Tích cực"
"2024-09-13",2.000000,"NEGATIVE","Tiêu cực"
"2024-09-13",5.000000,"NEUTRAL","Trung tính"
"2024-09-14",2.000000,"POSITIVE","Tích cực"
"2024-09-14",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-14",5.000000,"NEUTRAL","Trung tính"
"2024-09-15",6.000000,"POSITIVE","Tích cực"
"2024-09-15",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-15",9.000000,"NEUTRAL","Trung tính"
"2024-09-16",6.000000,"POSITIVE","Tích cực"
"2024-09-16",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-16",4.000000,"NEUTRAL","Trung tính"
"2024-09-17",7.000000,"POSITIVE","Tích cực"
"2024-09-17",8.000000,"NEGATIVE","Tiêu cực"
"2024-09-17",2.000000,"NEUTRAL","Trung tính"
"2024-09-18",7.000000,"POSITIVE","Tích cực"
"2024-09-18",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-18",5.000000,"NEUTRAL","Trung tính"
"2024-09-19",12.000000,"POSITIVE","Tích cực"
"2024-09-19",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-19",4.000000,"NEUTRAL","Trung tính"
"2024-09-20",8.000000,"POSITIVE","Tích cực"
"2024-09-20",9.000000,"NEGATIVE","Tiêu cực"
"2024-09-20",5.000000,"NEUTRAL","Trung tính"
"2024-09-21",11.000000,"POSITIVE","Tích cực"
"2024-09-21",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-21",4.000000,"NEUTRAL","Trung tính"
"2024-09-22",9.000000,"POSITIVE","Tích cực"
"2024-09-22",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-22",4.000000,"NEUTRAL","Trung tính"
"2024-09-23",6.000000,"POSITIVE","Tích cực"
"2024-09-23",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-23",3.000000,"NEUTRAL","Trung tính"
"2024-09-24",3.000000,"POSITIVE","Tích cực"
"2024-09-24",9.000000,"NEGATIVE","Tiêu cực"
"2024-09-24",6.000000,"NEUTRAL","Trung tính"
"2024-09-25",7.000000,"POSITIVE","Tích cực"
"2024-09-25",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-25",5.000000,"NEUTRAL","Trung tính"
"2024-09-26",7.000000,"POSITIVE","Tích cực"
"2024-09-26",9.000000,"NEGATIVE","Tiêu cực"
"2024-09-26",2.000000,"NEUTRAL","Trung tính"
"2024-09-27",9.000000,"POSITIVE","Tích cực"
"2024-09-27",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-27",3.000000,"NEUTRAL","Trung tính"
"2024-09-28",5.000000,"POSITIVE","Tích cực"
"2024-09-28",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-28",4.000000,"NEUTRAL","Trung tính"
"2024-09-29",8.000000,"POSITIVE","Tích cực"
"2024-09-29",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-29",4.000000,"NEUTRAL","Trung tính"
"2024-09-30",6.000000,"POSITIVE","Tích cực"
"2024-09-30",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-30",5.000000,"NEUTRAL","Trung tính"
