label,value,category,series
"2024-09-06",9.000000,"POSITIVE","Tích cực"
"2024-09-06",1.000000,"NEGATIVE","Tiêu cực"
"2024-09-06",5.000000,"NEUTRAL","Trung tính"
"2024-09-07",5.000000,"POSITIVE","Tích cực"
"2024-09-07",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-07",4.000000,"NEUTRAL","Trung tính"
"2024-09-08",4.000000,"POSITIVE","Tích cực"
"2024-09-08",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-08",3.000000,"NEUTRAL","Trung tính"
"2024-09-09",4.000000,"POSITIVE","Tích cực"
"2024-09-09",1.000000,"NEGATIVE","Tiêu cực"
"2024-09-09",1.000000,"NEUTRAL","Trung tính"
"2024-09-10",5.000000,"POSITIVE","Tích cực"
"2024-09-10",8.000000,"NEGATIVE","Tiêu cực"
"2024-09-10",2.000000,"NEUTRAL","Trung tính"
"2024-09-11",8.000000,"POSITIVE","Tích cực"
"2024-09-11",9.000000,"NEGATIVE","Tiêu cực"
"2024-09-11",5.000000,"NEUTRAL","Trung tính"
"2024-09-12",7.000000,"POSITIVE","Tích cực"
"2024-09-12",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-12",4.000000,"NEUTRAL","Trung tính"
"2024-09-13",11.000000,"POSITIVE","Tích cực"
"2024-09-13",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-13",4.000000,"NEUTRAL","Trung tính"
"2024-09-14",4.000000,"POSITIVE","Tích cực"
"2024-09-14",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-14",4.000000,"NEUTRAL","Trung tính"
"2024-09-15",3.000000,"POSITIVE","Tích cực"
"2024-09-15",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-15",6.000000,"NEUTRAL","Trung tính"
"2024-09-16",5.000000,"POSITIVE","Tích cực"
"2024-09-16",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-16",1.000000,"NEUTRAL","Trung tính"
"2024-09-17",7.000000,"POSITIVE","Tích cực"
"2024-09-17",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-17",5.000000,"NEUTRAL","Trung tính"
"2024-09-18",8.000000,"POSITIVE","Tích cực"
"2024-09-18",8.000000,"NEGATIVE","Tiêu cực"
"2024-09-18",6.000000,"NEUTRAL","Trung tính"
"2024-09-19",11.000000,"POSITIVE","Tích cực"
"2024-09-19",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-19",5.000000,"NEUTRAL","Trung tính"
"2024-09-20",7.000000,"POSITIVE","Tích cực"
"2024-09-20",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-20",4.000000,"NEUTRAL","Trung tính"
"2024-09-21",10.000000,"POSITIVE","Tích cực"
"2024-09-21",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-21",5.000000,"NEUTRAL","Trung tính"
"2024-09-22",12.000000,"POSITIVE","Tích cực"
"2024-09-22",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-22",2.000000,"NEUTRAL","Trung tính"
"2024-09-23",3.000000,"POSITIVE","Tích cực"
"2024-09-23",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-23",4.000000,"NEUTRAL","Trung tính"
"2024-09-24",8.000000,"POSITIVE","Tích cực"
"2024-09-24",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-24",5.000000,"NEUTRAL","Trung tính"
"2024-09-25",5.000000,"POSITIVE","Tích cực"
"2024-09-25",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-25",4.000000,"NEUTRAL","Trung tính"
"2024-09-26",3.000000,"POSITIVE","Tích cực"
"2024-09-26",8.000000,"NEGATIVE","Tiêu cực"
"2024-09-26",1.000000,"NEUTRAL","Trung tính"
"2024-09-27",7.000000,"POSITIVE","Tích cực"
"2024-09-27",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-27",3.000000,"NEUTRAL","Trung tính"
"2024-09-28",6.000000,"POSITIVE","Tích cực"
"2024-09-28",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-28",6.000000,"NEUTRAL","Trung tính"
"2024-09-29",6.000000,"POSITIVE","Tích cực"
"2024-09-29",2.000000,"NEGATIVE","Tiêu cực"
"2024-09-29",6.000000,"NEUTRAL","Trung tính"
"2024-09-30",6.000000,"POSITIVE","Tích cực"
"2024-09-30",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-30",4.000000,"NEUTRAL","Trung tính"
