label,value,category,series
"2024-09-06",8.000000,"POSITIVE","Tích cực"
"2024-09-06",2.000000,"NEGATIVE","Tiêu cực"
"2024-09-06",6.000000,"NEUTRAL","Trung tính"
"2024-09-07",11.000000,"POSITIVE","Tích cực"
"2024-09-07",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-07",6.000000,"NEUTRAL","Trung tính"
"2024-09-08",5.000000,"POSITIVE","Tích cực"
"2024-09-08",8.000000,"NEGATIVE","Tiêu cực"
"2024-09-08",5.000000,"NEUTRAL","Trung tính"
"2024-09-09",6.000000,"POSITIVE","Tích cực"
"2024-09-09",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-09",1.000000,"NEUTRAL","Trung tính"
"2024-09-10",9.000000,"POSITIVE","Tích cực"
"2024-09-10",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-10",4.000000,"NEUTRAL","Trung tính"
"2024-09-11",2.000000,"POSITIVE","Tích cực"
"2024-09-11",9.000000,"NEGATIVE","Tiêu cực"
"2024-09-11",4.000000,"NEUTRAL","Trung tính"
"2024-09-12",11.000000,"POSITIVE","Tích cực"
"2024-09-12",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-12",8.000000,"NEUTRAL","Trung tính"
"2024-09-13",14.000000,"POSITIVE","Tích cực"
"2024-09-13",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-13",5.000000,"NEUTRAL","Trung tính"
"2024-09-14",4.000000,"POSITIVE","Tích cực"
"2024-09-14",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-14",4.000000,"NEUTRAL","Trung tính"
"2024-09-15",6.000000,"POSITIVE","Tích cực"
"2024-09-15",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-15",11.000000,"NEUTRAL","Trung tính"
"2024-09-16",6.000000,"POSITIVE","Tích cực"
"2024-09-16",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-16",2.000000,"NEUTRAL","Trung tính"
"2024-09-17",8.000000,"POSITIVE","Tích cực"
"2024-09-17",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-17",3.000000,"NEUTRAL","Trung tính"
"2024-09-18",12.000000,"POSITIVE","Tích cực"
"2024-09-18",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-18",9.000000,"NEUTRAL","Trung tính"
"2024-09-19",13.000000,"POSITIVE","Tích cực"
"2024-09-19",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-19",5.000000,"NEUTRAL","Trung tính"
"2024-09-20",9.000000,"POSITIVE","Tích cực"
"2024-09-20",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-20",5.000000,"NEUTRAL","Trung tính"
"2024-09-21",13.000000,"POSITIVE","Tích cực"
"2024-09-21",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-21",4.000000,"NEUTRAL","Trung tính"
"2024-09-22",12.000000,"POSITIVE","Tích cực"
"2024-09-22",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-22",2.000000,"NEUTRAL","Trung tính"
"2024-09-23",8.000000,"POSITIVE","Tích cực"
"2024-09-23",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-23",5.000000,"NEUTRAL","Trung tính"
"2024-09-24",6.000000,"POSITIVE","Tích cực"
"2024-09-24",10.000000,"NEGATIVE","Tiêu cực"
"2024-09-24",6.000000,"NEUTRAL","Trung tính"
"2024-09-25",7.000000,"POSITIVE","Tích cực"
"2024-09-25",3.000000,"NEGATIVE","Tiêu cực"
"2024-09-25",5.000000,"NEUTRAL","Trung tính"
"2024-09-26",4.000000,"POSITIVE","Tích cực"
"2024-09-26",5.000000,"NEGATIVE","Tiêu cực"
"2024-09-26",1.000000,"NEUTRAL","Trung tính"
"2024-09-27",12.000000,"POSITIVE","Tích cực"
"2024-09-27",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-27",2.000000,"NEUTRAL","Trung tính"
"2024-09-28",6.000000,"POSITIVE","Tích cực"
"2024-09-28",4.000000,"NEGATIVE","Tiêu cực"
"2024-09-28",7.000000,"NEUTRAL","Trung tính"
"2024-09-29",4.000000,"POSITIVE","Tích cực"
"2024-09-29",6.000000,"NEGATIVE","Tiêu cực"
"2024-09-29",4.000000,"NEUTRAL","Trung tính"
"2024-09-30",7.000000,"POSITIVE","Tích cực"
"2024-09-30",7.000000,"NEGATIVE","Tiêu cực"
"2024-09-30",2.000000,"NEUTRAL","Trung tính"
